,rank,name,year,rating,metascore,votes,revenue,genre,runtime,directors,actors,description
1613,14,Murder by Death,1976,7.4,,29622,,"Comedy, Mystery, Thriller",94.0,Robert Moore,"Peter Falk, Alec Guinness, Peter Sellers, Eileen Brennan",Five famous literary detective characters and their sidekicks are invited to a bizarre mansion to solve an even stranger mystery.
1614,15,King Kong,1976,5.9,61.0,27102,52614445.0,"Adventure, Horror",134.0,John Guillermin,"Jeff Bridges, Charles Grodin, Jessica Lange, John Randolph",A petroleum exploration expedition comes to an isolated island and encounters a colossal giant gorilla.
1615,16,The Pink Panther Strikes Again,1976,7.2,60.0,25285,33833201.0,"Comedy, Crime",103.0,Blake Edwards,"Peter Sellers, Herbert Lom, Lesley-Anne Down, Burt Kwouk","Charles Dreyfus, who has finally cracked over inspector Clouseau's antics, escapes from a mental institution and launches an elaborate plan to get rid of Clouseau once and for all."
1616,17,The Man Who Fell to Earth,1976,6.7,81.0,21237,100072.0,"Sci-Fi, Drama",139.0,Nicolas Roeg,"David Bowie, Rip Torn, Candy Clark, Buck Henry","An alien must pose as a human to save his dying planet, but a woman and greed of other men create complications."
1617,18,Novecento,1976,7.7,,20138,,"Drama, History",317.0,Bernardo Bertolucci,"Robert De Niro, Gérard Depardieu, Dominique Sanda, Francesca Bertini","The epic tale of a class struggle in twentieth century Italy, as seen through the eyes of two childhood friends on opposing sides."
1618,19,The Shootist,1976,7.7,77.0,19887,,"Drama, Romance, Western",100.0,Don Siegel,"John Wayne, Lauren Bacall, Ron Howard, James Stewart",A dying gunfighter spends his last days looking for a way to die with a minimum of pain and a maximum of dignity.
1619,20,Hababam Sinifi Sinifta Kaldi,1976,9.0,,19246,,Comedy,91.0,Ertem Egilmez,"Kemal Sunal, Münir Özkul, Semra Özdamar, Adile Nasit",A young and beautiful female teacher starts working in an all boys high school.
1620,21,Tosun Pasa,1976,9.0,,18813,,"Comedy, History",90.0,Kartal Tibet,"Kemal Sunal, Müjde Ar, Adile Nasit, Sener Sen","Late 19th century in Alexandria. Two traditionally rival Turkish families, ""Seferoglu""s and ""Tellioglu""s are competing for the ""Green Valley"". The winner will be determined by Daver Bey, ...                See full summary »"
1621,22,The Bad News Bears,1976,7.3,83.0,18484,42349782.0,"Comedy, Drama, Family",102.0,Michael Ritchie,"Walter Matthau, Tatum O'Neal, Vic Morrow, Joyce Van Patten","An aging, down-on-his-luck ex-minor leaguer coaches a team of misfits in an ultra-competitive California little league."
1622,23,Family Plot,1976,6.8,,18293,,"Comedy, Thriller",120.0,Alfred Hitchcock,"Karen Black, Bruce Dern, Barbara Harris, William Devane",A phony psychic/con artist and her taxi driver/private investigator boyfriend encounter a pair of serial kidnappers while trailing a missing heir in California.
1623,24,The Eagle Has Landed,1976,6.9,61.0,16952,,"Adventure, Drama, Thriller",135.0,John Sturges,"Michael Caine, Donald Sutherland, Robert Duvall, Jenny Agutter",A German plot to kidnap Winston Churchill unfolds at the height of World War II.
1624,25,Süt Kardesler,1976,9.0,,16552,,"Comedy, Family, Mystery",80.0,Ertem Egilmez,"Kemal Sunal, Sener Sen, Halit Akçatepe, Hale Soygazi","Saban, Ramazan and Bayram are sailors in an Ottoman Navy and Hüsamettin is their commander. Hüsamettin's aide Ramazan, Saban who is foster son of Hüsamettin's sister and Bayram who is ...                See full summary »"
1625,26,Silver Streak,1976,6.9,41.0,16270,,"Action, Comedy, Crime",114.0,Arthur Hiller,"Gene Wilder, Richard Pryor, Jill Clayburgh, Patrick McGoohan","On a long-distance train trip, a man finds romance but also finds himself in danger of being killed, or at least pushed off the train."
1626,27,Ai no korîda,1976,6.6,,16115,,"Biography, Drama, Horror",109.0,Nagisa Ôshima,"Tatsuya Fuji, Eiko Matsuda, Aoi Nakajima, Yasuko Matsui","A passionate telling of the story of Sada Abe, a woman whose affair with her master led to a sexual obsession which then came to a violent end."
1627,28,Midway,1976,6.8,48.0,15686,,"Action, Drama, History",132.0,Jack Smight,"Charlton Heston, Henry Fonda, James Coburn, Glenn Ford",A dramatization of the battle that was widely heralded as a turning point of the Pacific Theatre of World War II.
1628,29,Silent Movie,1976,6.7,,14715,36145695.0,Comedy,87.0,Mel Brooks,"Mel Brooks, Marty Feldman, Dom DeLuise, Sid Caesar",A film director and his strange friends struggle to produce the first major silent feature film in forty years.
1629,30,Bugsy Malone,1976,6.9,71.0,14320,2783840.0,"Comedy, Crime, Family",93.0,Alan Parker,"Jodie Foster, Scott Baio, Florence Garland, John Cassisi",The classic gangster story of Bugsy Malone told with an all-child cast.
1630,31,Les 12 travaux d'Astérix,1976,7.7,,12987,,"Animation, Adventure, Comedy",82.0,"René Goscinny, Henri Gruel, Albert Uderzo, Pierre Watrin","Roger Carel, Jacques Morel, Pierre Tornade, Henri Labussière",A group of indomitable Gauls are challenged by Roman Emperor Julius Caesar to accomplish twelve impossible tasks.
1631,32,The Little Girl Who Lives Down the Lane,1976,7.1,,11257,,"Drama, Horror, Mystery",100.0,Nicolas Gessner,"Jodie Foster, Martin Sheen, Alexis Smith, Mort Shuman","13-year-old Rynn Jacobs lives alone in a high-class Quebec small town, but unknown to the neighbors, she is leading a secret and dangerous life."
1632,33,Freaky Friday,1976,6.3,51.0,10581,25942000.0,"Comedy, Family, Fantasy",95.0,Gary Nelson,"Barbara Harris, Jodie Foster, John Astin, Patsy Kelly",A mother and daughter find their personalities switched and have to live each other's lives on one strange Friday.
1633,34,Robin and Marian,1976,6.6,,10280,8720000.0,"Adventure, Drama, Romance",106.0,Richard Lester,"Sean Connery, Audrey Hepburn, Robert Shaw, Richard Harris","Robin Hood, aging none too gracefully, returns exhausted from the Crusades to woo and win Maid Marian one last time."
1634,35,Kapicilar Krali,1976,8.5,,9324,,"Comedy, Drama",84.0,Zeki Ökten,"Kemal Sunal, Sevda Ferdag, Sevil Üstekin, Bilge Zobu","A janitor/doorman and his family who came to ""big city"" Istanbul, with the hope to live a better life. With the different characters living in the building, the story evolves around the ...                See full summary »"
1635,36,The Killing of a Chinese Bookie,1976,7.5,65.0,9287,,"Crime, Drama, Thriller",135.0,John Cassavetes,"Ben Gazzara, Timothy Carey, Seymour Cassel, Robert Phillips","A proud strip club owner is forced to come to terms with himself as a man, when his gambling addiction gets him in hot water with the mob, who offer him only one alternative."
1636,37,Futureworld,1976,5.8,,8616,,"Sci-Fi, Thriller",108.0,Richard T. Heffron,"Peter Fonda, Blythe Danner, Arthur Hill, Yul Brynner","Upon uncovering the dirty secret of futuristic theme-park Futureworld, an ex-employee is killed after he tips off two other reporters who decide to do an undercover investigation."
1637,38,L'aile ou la cuisse,1976,7.3,,8546,,"Comedy, Family",104.0,Claude Zidi,"Louis de Funès, Coluche, Ann Zacharias, Julien Guiomar","Charles Duchemin, a well-known gourmet and the publisher of a famous restaurant guide, is waging a war against fast-food entrepreneur Tri-Catel to save the French art of cooking. After ...                See full summary »"
1638,39,Burnt Offerings,1976,6.6,48.0,8462,,"Horror, Mystery, Thriller",116.0,Dan Curtis,"Karen Black, Oliver Reed, Burgess Meredith, Eileen Heckart","A family moves into an old, haunted house that regenerates itself by feeding off of the life forces of its injured occupants."
1639,40,The Missouri Breaks,1976,6.6,,8412,14000000.0,"Drama, Western",126.0,Arthur Penn,"Marlon Brando, Jack Nicholson, Randy Quaid, Kathleen Lloyd","Tom Logan is a horse thief. Rancher David Braxton has horses, and a daughter, worth stealing. But Braxton has just hired Lee Clayton, an infamous ""regulator"", to hunt down the horse thieves; one at a time."
1640,41,A Star Is Born,1976,6.4,59.0,8285,80000000.0,"Drama, Music, Romance",139.0,Frank Pierson,"Barbra Streisand, Kris Kristofferson, Gary Busey, Oliver Clark","A has-been rock star falls in love with a young, up-and-coming songstress."
1641,42,Cría cuervos,1976,8.1,,7874,,Drama,105.0,Carlos Saura,"Geraldine Chaplin, Mónica Randall, Florinda Chico, Ana Torrent","Three orphaned sisters under the custody of their stern aunt and their handicapped grandmother will have to acclimatise to the new conditions of their shared life, overcome life's constant impediments, and in the process, grow up."
1642,43,Communion,1976,6.5,67.0,7775,,"Horror, Mystery, Thriller",98.0,Alfred Sole,"Linda Miller, Mildred Clinton, Paula E. Sheppard, Niles McMaster","In 1960s New Jersey, a withdrawn adolescent girl is suspected of her younger sister's brutal murder during her first communion, as well as a series of stabbings that follow."
1643,44,Obsession,1976,6.8,,7656,,"Drama, Mystery, Thriller",98.0,Brian De Palma,"Cliff Robertson, Geneviève Bujold, John Lithgow, Sylvia Kuumba Williams",A wealthy New Orleans businessman becomes obsessed with a young woman who resembles his wife.
1644,45,The Front,1976,7.4,,7366,,Drama,95.0,Martin Ritt,"Woody Allen, Zero Mostel, Herschel Bernardi, Michael Murphy","In 1953, a cashier poses as a writer for blacklisted talents to submit their work through, but the injustice around him pushes him to take a stand."
1645,46,The Last Tycoon,1976,6.3,,7254,1819912.0,"Drama, Romance",123.0,Elia Kazan,"Robert De Niro, Tony Curtis, Robert Mitchum, Jeanne Moreau",F. Scott Fitzgerald's novel is brought to life in this story of a movie producer slowly working himself to death.
1646,47,"Brutti, sporchi e cattivi",1976,7.8,,6730,6590.0,"Comedy, Drama",115.0,Ettore Scola,"Francesco Anniballi, Maria Bosco, Giselda Castrini, Alfredo D'Ippolito","Four generations of a family live crowded together in a cardboard shantytown shack in the squalor of inner-city Rome. They plan to murder each other with poisoned dinners, arson, etc. The ...                See full summary »"
1647,48,The Cassandra Crossing,1976,6.4,,6529,,"Drama, Thriller",129.0,George P. Cosmatos,"Sophia Loren, Richard Harris, Martin Sheen, O.J. Simpson",Passengers on a European train have been exposed to a deadly disease. Nobody will let them off the train. So what happens next?
1648,49,Il Casanova di Federico Fellini,1976,7.1,,6143,,"Biography, Drama, History",155.0,Federico Fellini,"Donald Sutherland, Tina Aumont, Cicely Browne, Carmen Scarpitta","Casanova is a libertine, performing seductions and sexual feats. But he is really interested in someone, and is he really an interesting person? Is he really alive?"
1649,50,The Town That Dreaded Sundown,1976,6.1,,5875,,"Crime, Drama, Horror",90.0,Charles B. Pierce,"Ben Johnson, Andrew Prine, Dawn Wells, Jimmy Clem","In 1946, a hooded serial killer terrorizes the residents of a small Arkansas town."
1650,51,Car Wash,1976,6.0,70.0,5731,,"Comedy, Drama, Romance",97.0,Michael Schultz,"Richard Pryor, Franklyn Ajaye, Darrow Igus, Otis Day","A comedic take on the daily life of a car wash employees, chronicling their hopes, fears, joys, dreams and tribulations. And meeting a few eccentric costumers along the way."
1651,52,Eaten Alive,1976,5.5,,5710,,"Horror, Thriller",91.0,Tobe Hooper,"Neville Brand, Mel Ferrer, Carolyn Jones, Marilyn Burns","A psychotic redneck, who owns a dilapidated hotel in rural East Texas, kills various people who upset him or his business, and he feeds their bodies to a large crocodile that he keeps as a pet in the swamp beside his hotel."
1652,53,¿Quién puede matar a un niño?,1976,7.3,,5566,,"Horror, Mystery, Thriller",112.0,Narciso Ibáñez Serrador,"Lewis Fiander, Prunella Ransome, Antonio Iranzo, Miguel Narros",A couple of English tourists arrive on an island where all the children have gone crazy and are murdering the adults.
1653,54,Al-risâlah,1976,8.9,,5422,,"Adventure, Biography, Drama",207.0,Moustapha Akkad,"Abdallah Gheith, Mona Wassef, Hamdy Gheith, Ali Achmed Taram","The story of prophet ""Muhammad"" and the delivery of the message of God ""Allah."""
1654,55,Herz aus Glas,1976,7.1,,4809,,Drama,94.0,Werner Herzog,"Josef Bierbichler, Stefan Güttler, Clemens Scheitz, Volker Prechtel","The foreman of a small village glassworks dies without revealing the secret to the famous ""Ruby Glass""."
1655,56,L'argent de poche,1976,7.7,,4767,38296.0,"Comedy, Drama",104.0,François Truffaut,"Georges Desmouceaux, Philippe Goldmann, Nicole Félix, Chantal Mercier","In the town of Thiers, summer of 1976, teachers and parents give their children skills, love, and attention. A teacher has his first child, a single mother hopes to meet Mr. Right, another ...                See full summary »"
1656,57,Squirm,1976,4.6,,4738,,Horror,92.0,Jeff Lieberman,"Don Scardino, Patricia Pearcy, R.A. Dow, Jean Sullivan","A storm causes some power lines to break and touch the ground, drawing millions of man-eating worms out of the earth, and into town where they quickly start munching on the locals."
1657,58,The Incredible Torture Show,1976,4.7,,4627,,"Comedy, Horror",84.0,Joel M. Reed,"Seamus O'Brien, Viju Krem, Niles McMaster, Dan Fauci","Sardu, master of the Theatre of the Macabre, and his assistant Ralphus run a show in which, under the guise of 'magic', they torture and murder people in front of their audience. But what the punters see as a trick is actually real."
1658,59,Mr. Klein,1976,7.6,,4554,,"Crime, Drama, Mystery",123.0,Joseph Losey,"Alain Delon, Jeanne Moreau, Francine Bergé, Juliet Berto","Paris, 1942. Robert Klein cannot find any fault with the state of affairs in German-occupied France. He has a well-furnished flat, a mistress, and business is booming. Jews facing ...                See full summary »"
1659,60,Keoma,1976,7.2,,4406,,"Drama, Western",105.0,Enzo G. Castellari,"Franco Nero, William Berger, Olga Karlatos, Orso Maria Guerrini",A half-breed ex-Union gunfighter attempts to protect his plague-ridden hometown from being overridden by his racist half-brothers and a Confederate tyrant.
